"in_data","out_data","Aggregation","Difficulty","Weit","ConnectInGraph","Explanation"
"daily water free","healthkit",3,3,6,"F",NA
"daily tracker+ lumen spark","file",3,3,6,"F",NA
"cyberglove systems","api",3,3,6,"F",NA
"cyberglove systems","file",3,3,6,"F",NA
"CSV File","openhumans.org",5,3,8,"F",NA
"cronometer","healthkit",3,3,6,"F",NA
"CRON-O-Meter","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"CRON-O-Meter","healthkit",3,3,6,"F",NA
"cron-o-meter","file",3,3,6,"F",NA
"cron-o-meter","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"cron-o-meter","healthkit",3,3,6,"F",NA
"continuous blood pressure","contec",3,3,6,"F",NA
"computer_time","activitywatch",4,4,8,"F",NA
"computer_time","smartertime",4,4,8,"F",NA
"computer_time","time_tracking",3,2,5,"F",NA
"complete blood count","nutrition tracker biostatus health",3,3,6,"F",NA
"cognitive","quantifiedmind",3,3,6,"F",NA
"circadian rhythm","nutrition tracker biostatus health",3,3,6,"F",NA
"chooseblocks.com","api",3,3,6,"F",NA
"chooseblocks.com","file",3,3,6,"F",NA
"cholesterol","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"cholesterol","healthwatch 360",3,3,6,"F",NA
"cholesterol","nutrition tracker biostatus health",3,3,6,"F",NA
"cholesterol","pic healthy photo food",3,3,6,"F",NA
"cgm","abbott navigator",3,3,6,"F",NA
"cgm","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"cgm","animas ping",3,3,6,"F",NA
"cgm","dexcom",3,3,6,"F",NA
"cgm","dia-vit tracker",3,3,6,"F",NA
"cgm","diabetes diary glucose tracker designcity.pl",3,3,6,"F",NA
"cgm","g4roche accu-chek combo",3,3,6,"F",NA
"cgm","glucose buddy diabetes log",3,3,6,"F",NA
"cgm","glucotrack",3,3,6,"F",NA
"cgm","healthwatch 360",3,3,6,"F",NA
"cgm","insulet omnipod",3,3,6,"F",NA
"cgm","medtronics",3,3,6,"F",NA
"cgm","mumoactive diabetes sugar tracker",3,3,6,"F",NA
"cgm","nemaura medical",3,3,6,"F",NA
"cgm","noom coach health & weight",3,3,6,"F",NA
"cgm","nutrition tracker biostatus health",3,3,6,"F",NA
"cgm","onetouch reveal",3,3,6,"F",NA
"cgm","pedometer & weight loss coach pacer health",3,3,6,"F",NA
"cgm","sooil dana r insulin pump",3,3,6,"F",NA
"cgm","tandem diabetes care",3,3,6,"F",NA
"cgm","weight goals",3,3,6,"F",NA
"CARROT Hunger - Talking Calorie Counter","healthkit",3,3,6,"F",NA
"carrot hunger - talking calorie counter","dropbox",3,3,6,"F",NA
"carrot hunger - talking calorie counter","healthkit",3,3,6,"F",NA
"carrot hunger - talking calorie counter","punishment",3,3,6,"F",NA
"carrot hunger - talking calorie counter","reminders/notifications",3,3,6,"F",NA
"carrot hunger","healthkit",3,3,6,"F",NA
"Careot Nutrition Tracker","healthkit",3,3,6,"F",NA
"careot nutrition tracker","connected users",3,3,6,"F",NA
"careot nutrition tracker","healthkit",3,3,6,"F",NA
"carbohydrates","glucose buddy diabetes log",3,3,6,"F",NA
"carbohydrates","mumoactive diabetes sugar tracker",3,3,6,"F",NA
"carbohydrates","mysugr diabetes logbook",3,3,6,"F",NA
"carbohydrates","onetouch reveal",3,3,6,"F",NA
"carbohydrates","pedometer & weight loss coach pacer health",3,3,6,"F",NA
"carbohydrates","weight goals",3,3,6,"F",NA
"capnograph","contec",3,3,6,"F",NA
"camera","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"camera","memini",3,3,6,"F",NA
"camera","smi eye tracking glasses",3,3,6,"F",NA
"camera","zebra dart tag",3,3,6,"F",NA
"cals & macros free designbyvh","faceook",3,3,6,"F",NA
"cals & macros free designbyvh","file",3,3,6,"F",NA
"caloriesmart calorie tracker","file",3,3,6,"F",NA
"calories! stefan diener","advices",3,3,6,"F",NA
"calories! stefan diener","googlefit",3,3,6,"F",NA
"calories carb prot fat counter","googlefit",3,3,6,"F",NA
"calories burned","apple watch",3,3,6,"F",NA
"calories burned","garmin approach",3,3,6,"F",NA
"calories burned","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"calories burned","jawbone up",3,3,6,"F",NA
"calories burned","microsoft band",3,3,6,"F",NA
"calories burned","misfit",3,3,6,"F",NA
"calories burned","polar flow activity & sports analyzing",3,3,6,"F",NA
"calories burned","record by under armour healthbox",3,3,6,"F",NA
"calories burned","samsung gear",3,3,6,"F",NA
"calories burned","striiv activity tracker",3,3,6,"F",NA
"calories burned","tomtom mysports",3,3,6,"F",NA
"calories","cron-o-meter",3,3,6,"F",NA
"Calorie Counter+ NutraTech","healthkit",3,3,6,"F",NA
"calorie counter+ nutratech","challanges",3,3,6,"F",NA
"calorie counter+ nutratech","connected users",3,3,6,"F",NA
"calorie counter+ nutratech","fitbit charge 2",3,3,6,"F",NA
"calorie counter+ nutratech","healthkit",3,3,6,"F",NA
"calorie counter+ nutratech","social support",3,3,6,"F",NA
"calorie counter plus yauheni bulat","connected users",3,3,6,"F",NA
"Calorie Counter Nutritionix","healthkit",3,3,6,"F",NA
"calorie counter nutritionix","fitbit charge 2",3,3,6,"F",NA
"calorie counter nutritionix","googlefit",3,3,6,"F",NA
"calorie counter nutritionix","healthkit",3,3,6,"F",NA
"calorie counter nutritionix","reminders/notifications",3,3,6,"F",NA
"calorie counter fddb ext. pro","calorie counter by fatsecret",3,3,6,"F",NA
"calorie counter easyfoodplan.com","advices",3,3,6,"F",NA
"calorie counter easyfoodplan.com","faceook",3,3,6,"F",NA
"Calorie Counter by FatSecret","healthkit",3,3,6,"F",NA
"Calorie Counter by FatSecret","validic",3,3,6,"F",NA
"calorie counter by fatsecret","advices",3,3,6,"F",NA
"calorie counter by fatsecret","challanges",3,3,6,"F",NA
"calorie counter by fatsecret","coaching",3,3,6,"F",NA
"calorie counter by fatsecret","connected users",3,3,6,"F",NA
"calorie counter by fatsecret","file",3,3,6,"F",NA
"calorie counter by fatsecret","fitnesssyncer",3,3,6,"F",NA
"calorie counter by fatsecret","googlefit",3,3,6,"F",NA
"calorie counter by fatsecret","healthkit",3,3,6,"F",NA
"calorie counter by fatsecret","humanapi.co",3,3,6,"F",NA
"calorie counter by fatsecret","personal feedback",3,3,6,"F",NA
"calorie counter by fatsecret","validic",3,3,6,"F",NA
"calorie counter and diet by calorie count about inc","connected users",3,3,6,"F",NA
"calorie counter and diet by calorie count about inc","social support",3,3,6,"F",NA
"calorie count bolshakov aleksandr","advices",3,3,6,"F",NA
"Calorie Carb & Fat Counter Virtuagym","healthkit",3,3,6,"F",NA
"calorie carb & fat counter virtuagym","advices",3,3,6,"F",NA
"calorie carb & fat counter virtuagym","coaching",3,3,6,"F",NA
"calorie carb & fat counter virtuagym","file",3,3,6,"F",NA
"calorie carb & fat counter virtuagym","healthkit",3,3,6,"F",NA
"calorie carb & fat counter virtuagym","web api",3,3,6,"F",NA
"bulk up! protein wombat apps","healthkit",3,3,6,"F",NA
"breqlabs","api",3,3,6,"F",NA
"breathing","beddit sleep monitor 3.5",3,3,6,"F",NA
"breathing","Beddit Sleep Monitor 3.5",3,3,6,"F",NA
"breathing","omsignal",3,3,6,"F",NA
"breathing","spire.io",3,3,6,"F",NA
"bragi dash","api",3,3,6,"F",NA
"bragi dash","google fit",3,3,6,"F",NA
"bowels","mysymptoms",3,3,6,"F",NA
"body weight","20/20 lifestyles",3,3,6,"F",NA
"body weight","bariatric iq",3,3,6,"F",NA
"body weight","calorie count bolshakov aleksandr",3,3,6,"F",NA
"body weight","calorie counter and diet by calorie count about inc",3,3,6,"F",NA
"body weight","calorie counter by fatsecret",3,3,6,"F",NA
"body weight","calorie counter easyfoodplan.com",3,3,6,"F",NA
"body weight","calorie counter fat alien pro",3,3,6,"F",NA
"body weight","calorie counter+ nutratech",3,3,6,"F",NA
"body weight","calories calculator ebmacs",3,3,6,"F",NA
"body weight","calories! stefan diener",3,3,6,"F",NA
"body weight","caloriesmart calorie tracker",3,3,6,"F",NA
"body weight","cals & macros free designbyvh",3,3,6,"F",NA
"body weight","careot nutrition tracker",3,3,6,"F",NA
"body weight","desi calorie meter",3,3,6,"F",NA
"body weight","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"body weight","diet assistant alberto portela",3,3,6,"F",NA
"body weight","diet diary eonsoft",3,3,6,"F",NA
"body weight","diet plan ab mobile apps",3,3,6,"F",NA
"body weight","diet watch stettiner",3,3,6,"F",NA
"body weight","diet watchers diary croc software",3,3,6,"F",NA
"body weight","dietcamera.com",3,3,6,"F",NA
"body weight","easy fit calorie counter",3,3,6,"F",NA
"body weight","edibles world media group",3,3,6,"F",NA
"body weight","everydayhealth.com",3,3,6,"F",NA
"body weight","fitatu calorie counter",3,3,6,"F",NA
"body weight","fitbit",3,3,6,"F",NA
"body weight","fitday - free diet and weight loss journal",3,3,6,"F",NA
"body weight","food diary & weight control opunktschmidt",3,3,6,"F",NA
"body weight","food tracker christian knobloch",3,3,6,"F",NA
"body weight","foodprint diet",3,3,6,"F",NA
"body weight","hapicoach nutrition coaching",3,3,6,"F",NA
"body weight","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"body weight","healthifyme weight loss coach",3,3,6,"F",NA
"body weight","hi droid infinity",3,3,6,"F",NA
"body weight","hydro coach - drink water",3,3,6,"F",NA
"body weight","iskinny",3,3,6,"F",NA
"body weight","itrackbites smart weight loss",3,3,6,"F",NA
"body weight","lifesum health movement",3,3,6,"F",NA
"body weight","linear software body fat calculator",3,3,6,"F",NA
"body weight","lose it! fitnow",3,3,6,"F",NA
"body weight","lose weight with applause 12 labs",3,3,6,"F",NA
"body weight","lose weight without dieting harmonic soft",3,3,6,"F",NA
"body weight","low gi diet- glycemic index & load counter with search",3,3,6,"F",NA
"body weight","mevolife",3,3,6,"F",NA
"body weight","my diet coach - weight loss inspiredapps",3,3,6,"F",NA
"body weight","my diet journal harvey g. payne",3,3,6,"F",NA
"body weight","my macros+ diet weight and calorie tracker jason loewy",3,3,6,"F",NA
"body weight","noom coach health & weight",3,3,6,"F",NA
"body weight","nutrition diary tino nimmerjahn",3,3,6,"F",NA
"body weight","nutrition tracker biostatus health",3,3,6,"F",NA
"body weight","nutritionist+ outlier",3,3,6,"F",NA
"body weight","pedometer & weight loss coach pacer health",3,3,6,"F",NA
"body weight","pic healthy photo food",3,3,6,"F",NA
"body weight","pku diet management",3,3,6,"F",NA
"body weight","poundaweek - calorie counter",3,3,6,"F",NA
"body weight","protracker plus watchers nutrition and exercise gossain software",3,3,6,"F",NA
"body weight","reboot with joe cross juice diet",3,3,6,"F",NA
"body weight","record by under armour healthbox",3,3,6,"F",NA
"body weight","revive weight loss",3,3,6,"F",NA
"body weight","slimming tracker worrall studios",3,3,6,"F",NA
"body weight","smartfoodtracker - food logger",3,3,6,"F",NA
"body weight","sparkpeople",3,3,6,"F",NA
"body weight","striiv activity tracker",3,3,6,"F",NA
"body weight","tap & track nanobitsoftware",3,3,6,"F",NA
"body weight","ultimate food value diary",3,3,6,"F",NA
"body weight","water drink reminder northpark.android",3,3,6,"F",NA
"body weight","weight calorie watch baskaran arunasalam",3,3,6,"F",NA
"body weight","weight goals",3,3,6,"F",NA
"body weight","weight watchers mobile international",3,3,6,"F",NA
"body weight","weightobserver infobest",3,3,6,"F",NA
"body weight","weightwar clevapps",3,3,6,"F",NA
"body weight","whatcalculator mp web designs",3,3,6,"F",NA
"body weight","ww tools free",3,3,6,"F",NA
"body weight","wwdiary",3,3,6,"F",NA
"body weight","yazio calorie counter & diet tracker",3,3,6,"F",NA
"body temperature","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"body temperature","daysy personal fertility tracker",3,3,6,"F",NA
"body temperature","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"body temperature","jawbone up",3,3,6,"F",NA
"body temperature","nutrition tracker biostatus health",3,3,6,"F",NA
"body temperature","oura",3,3,6,"F",NA
"body temperature","wink fertility tracker",3,3,6,"F",NA
"body temperature","yono ovulation earbuds",3,3,6,"F",NA
"body measurements","calorie count bolshakov aleksandr",3,3,6,"F",NA
"body measurements","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"body measurements","diet plan ab mobile apps",3,3,6,"F",NA
"body measurements","fitatu calorie counter",3,3,6,"F",NA
"body measurements","lifesum health movement",3,3,6,"F",NA
"body measurements","lose weight without dieting harmonic soft",3,3,6,"F",NA
"body measurements","nutrition tracker biostatus health",3,3,6,"F",NA
"body measurements","nutritionist+ outlier",3,3,6,"F",NA
"body measurements","ultimate food value diary",3,3,6,"F",NA
"body image","all-in fitness by sport.com",3,3,6,"F",NA
"body image","bariatric iq",3,3,6,"F",NA
"body image","baritastic bariatric tracker",3,3,6,"F",NA
"body image","linear software body fat calculator",3,3,6,"F",NA
"body image","my diet coach - weight loss inspiredapps",3,3,6,"F",NA
"body image","nutritionist+ outlier",3,3,6,"F",NA
"body image","on the regimen macros mike vacanti",3,3,6,"F",NA
"body image","weighfit weightbmi mz development",3,3,6,"F",NA
"body image","weight goals",3,3,6,"F",NA
"body composition","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"body composition","baritastic bariatric tracker",3,3,6,"F",NA
"body composition","fitbit",3,3,6,"F",NA
"body composition","hapicoach nutrition coaching",3,3,6,"F",NA
"body composition","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"body composition","hi droid infinity",3,3,6,"F",NA
"body composition","ihealth",3,3,6,"F",NA
"body composition","linear software body fat calculator",3,3,6,"F",NA
"body composition","my diet journal harvey g. payne",3,3,6,"F",NA
"body composition","nutrition tracker biostatus health",3,3,6,"F",NA
"body composition","record by under armour healthbox",3,3,6,"F",NA
"body composition","tomtom mysports",3,3,6,"F",NA
"body composition","ultimate food value diary",3,3,6,"F",NA
"body composition","weighfit weightbmi mz development",3,3,6,"F",NA
"body composition","withings body+",3,3,6,"F",NA
"bmr","calorie counter easyfoodplan.com",3,3,6,"F",NA
"bmr","calories calculator ebmacs",3,3,6,"F",NA
"bmr","daily calorie balance",3,3,6,"F",NA
"bmr","mydietist",3,3,6,"F",NA
"bmr","nutrition tracker biostatus health",3,3,6,"F",NA
"bmr","tap & track nanobitsoftware",3,3,6,"F",NA
"bmr","weightwar clevapps",3,3,6,"F",NA
"bmi","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"bmi","all-in fitness by sport.com",3,3,6,"F",NA
"bmi","calorie counter easyfoodplan.com",3,3,6,"F",NA
"bmi","calorie counter plus yauheni bulat",3,3,6,"F",NA
"bmi","calorie counter+ nutratech",3,3,6,"F",NA
"bmi","diet and weight loss nutrisoft brazil",3,3,6,"F",NA
"bmi","diet assistant alberto portela",3,3,6,"F",NA
"bmi","diet watch stettiner",3,3,6,"F",NA
"bmi","easy fit calorie counter",3,3,6,"F",NA
"bmi","edibles world media group",3,3,6,"F",NA
"bmi","fitwell fitness health diet",3,3,6,"F",NA
"bmi","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"bmi","hi droid infinity",3,3,6,"F",NA
"bmi","iskinny",3,3,6,"F",NA
"bmi","lifesum health movement",3,3,6,"F",NA
"bmi","my diet coach - weight loss inspiredapps",3,3,6,"F",NA
"bmi","mydietist",3,3,6,"F",NA
"bmi","nutrition diary tino nimmerjahn",3,3,6,"F",NA
"bmi","sparkpeople",3,3,6,"F",NA
"bmi","tap & track nanobitsoftware",3,3,6,"F",NA
"bmi","weighfit weightbmi mz development",3,3,6,"F",NA
"bmi","weight calorie watch baskaran arunasalam",3,3,6,"F",NA
"bmi","weight goals",3,3,6,"F",NA
"bmi","weightwar clevapps",3,3,6,"F",NA
"bmi","withings body+",3,3,6,"F",NA
"blood volume pulse","empatica",3,3,6,"F",NA
"blood type","careot nutrition tracker",3,3,6,"F",NA
"blood sugar","mysugr diabetes logbook",3,3,6,"F",NA
"blood pressure monitor","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"blood pressure monitor","hapicoach nutrition coaching",3,3,6,"F",NA
"blood pressure","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"blood pressure","Activ8rlives Health Monitoring and Food Diary App",3,3,6,"F",NA
"blood pressure","aktiia complete blood pressure monitor",3,3,6,"F",NA
"blood pressure","Aktiia Complete Blood Pressure Monitor",3,3,6,"F",NA
"blood pressure","chooseblocks.com",3,3,6,"F",NA
"blood pressure","eventloggers",3,3,6,"F",NA
"blood pressure","EventLoggers",3,3,6,"F",NA
"blood pressure","hapicoach nutrition coaching",3,3,6,"F",NA
"blood pressure","HAPIcoach Nutrition Coaching",3,3,6,"F",NA
"blood pressure","healbe",3,3,6,"F",NA
"blood pressure","Healbe",3,3,6,"F",NA
"blood pressure","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"blood pressure","healthwatch 360",3,3,6,"F",NA
"blood pressure","HealthWatch 360",3,3,6,"F",NA
"blood pressure","hi droid infinity",3,3,6,"F",NA
"blood pressure","HI DROID INFINITY",3,3,6,"F",NA
"blood pressure","my diet journal harvey g. payne",3,3,6,"F",NA
"blood pressure","my Diet Journal Harvey G. Payne",3,3,6,"F",NA
"blood pressure","noom coach health & weight",3,3,6,"F",NA
"blood pressure","Noom Coach Health & Weight",3,3,6,"F",NA
"blood pressure","nutrition tracker biostatus health",3,3,6,"F",NA
"blood pressure","Nutrition Tracker BioStatus Health",3,3,6,"F",NA
"blood pressure","OME Health",3,3,6,"F",NA
"blood pressure","omron heartguide",3,3,6,"F",NA
"blood pressure","Omron HeartGuide",3,3,6,"F",NA
"blood pressure","pedometer & weight loss coach pacer health",3,3,6,"F",NA
"blood pressure","Pedometer & Weight Loss Coach Pacer Health",3,3,6,"F",NA
"blood pressure","qardio",3,3,6,"F",NA
"blood pressure","Qardio",3,3,6,"F",NA
"blood pressure","qardioarm",3,3,6,"F",NA
"blood pressure","QardioArm",3,3,6,"F",NA
"blood pressure","vivowatch bp",3,3,6,"F",NA
"blood pressure","VivoWatch BP",3,3,6,"F",NA
"blood pressure","weight goals",3,3,6,"F",NA
"blood pressure","withings blood pressure monitor",3,3,6,"F",NA
"blood pressure","Withings Blood Pressure Monitor",3,3,6,"F",NA
"blood pressure","withings bpm core",3,3,6,"F",NA
"blood pressure","Withings BPM Core",3,3,6,"F",NA
"blood pressure","zeblaze classic",3,3,6,"F",NA
"blood pressure","Zeblaze Classic",3,3,6,"F",NA
"blood glucose meter","onetouch reveal",3,3,6,"F",NA
"blood glucose","Abbott Navigator",3,3,6,"F",NA
"blood glucose","Activ8rlives Health Monitoring and Food Diary App",3,3,6,"F",NA
"blood glucose","Animas Ping",3,3,6,"F",NA
"blood glucose","Dexcom",3,3,6,"F",NA
"blood glucose","Dia-Vit Tracker",3,3,6,"F",NA
"blood glucose","Diabetes Diary Glucose Tracker Designcity.pl",3,3,6,"F",NA
"blood glucose","G4Roche Accu-Chek Combo",3,3,6,"F",NA
"blood glucose","Glucose Buddy Diabetes Log",3,3,6,"F",NA
"blood glucose","GlucoTrack",3,3,6,"F",NA
"blood glucose","HealthWatch 360",3,3,6,"F",NA
"blood glucose","Insulet Omnipod",3,3,6,"F",NA
"blood glucose","Medtronics",3,3,6,"F",NA
"blood glucose","mumoActive diabetes sugar tracker",3,3,6,"F",NA
"blood glucose","Nemaura Medical",3,3,6,"F",NA
"blood glucose","Noom Coach Health & Weight",3,3,6,"F",NA
"blood glucose","Nutrition Tracker BioStatus Health",3,3,6,"F",NA
"blood glucose","OneTouch Reveal",3,3,6,"F",NA
"blood glucose","Pedometer & Weight Loss Coach Pacer Health",3,3,6,"F",NA
"blood glucose","Samsung Health",3,3,6,"F",NA
"blood glucose","Sooil DANA R Insulin pump",3,3,6,"F",NA
"blood glucose","Tandem Diabetes Care",3,3,6,"F",NA
"bitesnap","csv file",3,3,6,"F",NA
"bitesnap","CSV File",4,4,8,"F",NA
"biometrics","cron-o-meter",3,3,6,"F",NA
"biometrics","CRON-O-Meter",3,3,6,"F",NA
"biochemistry analyzer","contec",3,3,6,"F",NA
"biochemistry analyzer","Contec",3,3,6,"F",NA
"barometric pressure","atmotube plus",3,3,6,"F",NA
"barometer","kiwi glance",3,3,6,"F",NA
"barometer","lg gizmopal vc100",3,3,6,"F",NA
"barometer","microsoft band",3,3,6,"F",NA
"barometer","nixon the mission",3,3,6,"F",NA
"barometer","polar flow activity & sports analyzing",3,3,6,"F",NA
"barometer","recon jet",3,3,6,"F",NA
"barometer","samsung gear",3,3,6,"F",NA
"barometer","suunto",3,3,6,"F",NA
"Baritastic Bariatric Tracker","healthkit",3,3,6,"F",NA
"baritastic bariatric tracker","healthkit",3,3,6,"F",NA
"baritastic bariatric tracker","reminders/notifications",3,3,6,"F",NA
"baritastic bariatric tracker","social support",3,3,6,"F",NA
"bariatric iq","advices",3,3,6,"F",NA
"bariatric iq","encouragements",3,3,6,"F",NA
"bariatric iq","personal feedback",3,3,6,"F",NA
"bariatric iq","social support",3,3,6,"F",NA
"bariapps","healthkit",3,3,6,"F",NA
"barcode scanning","argus health & calorie counter",3,3,6,"F",NA
"barcode scanning","calorie carb & fat counter virtuagym",3,3,6,"F",NA
"barcode scanning","calorie counter and diet by calorie count about inc",3,3,6,"F",NA
"barcode scanning","calorie counter by fatsecret",3,3,6,"F",NA
"barcode scanning","calorie counter fddb ext. pro",3,3,6,"F",NA
"barcode scanning","calorie counter nutritionix",3,3,6,"F",NA
"barcode scanning","calorie counter+ nutratech",3,3,6,"F",NA
"barcode scanning","calories! stefan diener",3,3,6,"F",NA
"barcode scanning","cals & macros free designbyvh",3,3,6,"F",NA
"barcode scanning","carrot hunger - talking calorie counter",3,3,6,"F",NA
"barcode scanning","daily calories offline mohsen raeisi",3,3,6,"F",NA
"barcode scanning","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"barcode scanning","diet watchers diary croc software",3,3,6,"F",NA
"barcode scanning","everydayhealth.com",3,3,6,"F",NA
"barcode scanning","fitbit",3,3,6,"F",NA
"barcode scanning","healthwatch 360",3,3,6,"F",NA
"barcode scanning","hi droid infinity",3,3,6,"F",NA
"barcode scanning","itrackbites smart weight loss",3,3,6,"F",NA
"barcode scanning","jawbone up",3,3,6,"F",NA
"barcode scanning","lifesum health movement",3,3,6,"F",NA
"barcode scanning","lose it! fitnow",3,3,6,"F",NA
"barcode scanning","low gi diet- glycemic index & load counter with search",3,3,6,"F",NA
"barcode scanning","macros appmoto",3,3,6,"F",NA
"barcode scanning","my diet journal harvey g. payne",3,3,6,"F",NA
"barcode scanning","my macros+ diet weight and calorie tracker jason loewy",3,3,6,"F",NA
"barcode scanning","myfitnesspal",3,3,6,"F",NA
"barcode scanning","myplate demand media",3,3,6,"F",NA
"barcode scanning","nutrition diary tino nimmerjahn",3,3,6,"F",NA
"barcode scanning","nutritionist+ outlier",3,3,6,"F",NA
"barcode scanning","pku diet management",3,3,6,"F",NA
"barcode scanning","poundaweek - calorie counter",3,3,6,"F",NA
"barcode scanning","protracker plus watchers nutrition and exercise gossain software",3,3,6,"F",NA
"barcode scanning","sparkpeople",3,3,6,"F",NA
"barcode scanning","ultimate food value diary",3,3,6,"F",NA
"barcode scanning","weight goals",3,3,6,"F",NA
"barcode scanning","wwdiary",3,3,6,"F",NA
"barcode scanning","yazio calorie counter & diet tracker",3,3,6,"F",NA
"astroskin","csv file",3,3,6,"F",NA
"astroskin","CSV File",3,3,6,"F",NA
"Argus Health & Calorie Counter","healthkit",3,3,6,"F",NA
"argus health & calorie counter","advices",3,3,6,"F",NA
"argus health & calorie counter","allowance badge",3,3,6,"F",NA
"argus health & calorie counter","challanges",3,3,6,"F",NA
"argus health & calorie counter","connected users",3,3,6,"F",NA
"argus health & calorie counter","healthkit",3,3,6,"F",NA
"argus health & calorie counter","humanapi.co",3,3,6,"F",NA
"apple watch","api",3,3,6,"F",NA
"apple watch","rest api",3,3,6,"F",NA
"api","beeminder",3,3,6,"F",NA
"api","trackthisforme",3,3,6,"F",NA
"animas ping","tidepool",3,3,6,"F",NA
"androidaps","api",3,3,6,"F",NA
"androidaps","file",3,3,6,"F",NA
"analysis","floka",3,3,6,"F",NA
"analysis","memento labs personal data scientist",3,3,6,"F",NA
"ambient light","mbientlabs",3,3,6,"F",NA
"ambient light","microsoft band",3,3,6,"F",NA
"ambient light","Microsoft Band",3,3,6,"F",NA
"all-in fitness by sport.com","advices",3,3,6,"F",NA
"all-in fitness by sport.com","coaching",3,3,6,"F",NA
"all-in fitness by sport.com","connected users",3,3,6,"F",NA
"all-in fitness by sport.com","faceook",3,3,6,"F",NA
"all-in fitness by sport.com","social support",3,3,6,"F",NA
"air pressure","netatmo",3,3,6,"F",NA
"activitywatch","CSV File",5,4,9,"F",NA
"activity","aidlab",3,3,6,"F",NA
"activity","apple watch",3,3,6,"F",NA
"activity","argus health & calorie counter",3,3,6,"F",NA
"activity","calorie counter and diet by calorie count about inc",3,3,6,"F",NA
"activity","calorie counter fddb ext. pro",3,3,6,"F",NA
"activity","calories calculator ebmacs",3,3,6,"F",NA
"activity","calories! stefan diener",3,3,6,"F",NA
"activity","daily calorie balance",3,3,6,"F",NA
"activity","daily calories offline mohsen raeisi",3,3,6,"F",NA
"activity","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"activity","diabetes diary glucose tracker designcity.pl",3,3,6,"F",NA
"activity","diet diary can yapan",3,3,6,"F",NA
"activity","easy fit calorie counter",3,3,6,"F",NA
"activity","fitbit",3,3,6,"F",NA
"activity","fitday - free diet and weight loss journal",3,3,6,"F",NA
"activity","fossil sport smartwatch",3,3,6,"F",NA
"activity","garmin approach",3,3,6,"F",NA
"activity","glucose buddy diabetes log",3,3,6,"F",NA
"activity","health & weight loss coach obino",3,3,6,"F",NA
"activity","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"activity","hi droid infinity",3,3,6,"F",NA
"activity","itrackbites smart weight loss",3,3,6,"F",NA
"activity","jawbone up",3,3,6,"F",NA
"activity","lark personal weight loss coach & nutritionist",3,3,6,"F",NA
"activity","lose weight without dieting harmonic soft",3,3,6,"F",NA
"activity","low gi diet- glycemic index & load counter with search",3,3,6,"F",NA
"activity","lvl fitness tracker",3,3,6,"F",NA
"activity","mawi ecg band",3,3,6,"F",NA
"activity","mdietguru",3,3,6,"F",NA
"activity","microsoft band",3,3,6,"F",NA
"activity","mijia smart shoes",3,3,6,"F",NA
"activity","motiv ring",3,3,6,"F",NA
"activity","mysugr diabetes logbook",3,3,6,"F",NA
"activity","mysymptoms",3,3,6,"F",NA
"activity","nutritionist+ outlier",3,3,6,"F",NA
"activity","omron heartguide",3,3,6,"F",NA
"activity","oura",3,3,6,"F",NA
"activity","pebble watch",3,3,6,"F",NA
"activity","polar flow activity & sports analyzing",3,3,6,"F",NA
"activity","polar smartwatch",3,3,6,"F",NA
"activity","pro points uk",3,3,6,"F",NA
"activity","qardiocore",3,3,6,"F",NA
"activity","reboot with joe cross juice diet",3,3,6,"F",NA
"activity","record by under armour healthbox",3,3,6,"F",NA
"activity","samsung gear",3,3,6,"F",NA
"activity","simple calorie counter subassistant",3,3,6,"F",NA
"activity","spire health tag",3,3,6,"F",NA
"activity","striiv activity tracker",3,3,6,"F",NA
"activity","tomtom mysports",3,3,6,"F",NA
"activity","weight goals",3,3,6,"F",NA
"activity","weightobserver infobest",3,3,6,"F",NA
"activity","withings move ecg",3,3,6,"F",NA
"activity","wwdiary",3,3,6,"F",NA
"activity","yazio calorie counter & diet tracker",3,3,6,"F",NA
"activity","zephyr bioharness 3",3,3,6,"F",NA
"Activ8rlives Health Monitoring and Food Diary App","healthkit",3,3,6,"F",NA
"activ8rlives health monitoring and food diary app","challanges",3,3,6,"F",NA
"activ8rlives health monitoring and food diary app","file",3,3,6,"F",NA
"activ8rlives health monitoring and food diary app","healthkit",3,3,6,"F",NA
